stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
117,PA120,LAS MERCEDARIAS,Parada,43.4644229373817,-3.81974712118845,,,,,Europe/Madrid
118,PA121,PASEO DE ALTAMIRA 89,Parada,43.4652773202967,-3.81775393456929,,,,,Europe/Madrid
119,PA122,PASEO DE ALTAMIRA 87,Parada,43.4671905802941,-3.81475214229526,,,,,Europe/Madrid
120,PA123,LOS SALESIANOS,Parada,43.4673992465001,-3.80870448748227,,,,,Europe/Madrid
121,PA124,PRADO SAN ROQUE,Parada,43.4672659976073,-3.80625175486188,,,,,Europe/Madrid
122,PA125,PASEO DE ALTAMIRA 41,Parada,43.4677650748204,-3.80111657271067,,,,,Europe/Madrid
123,PA126,SANTA CLOTILDE,Parada,43.4685213555613,-3.79765062764561,,,,,Europe/Madrid
124,PA127,BAJADA DE LA ENCINA 1,Parada,43.468870608137,-3.7916241731006,,,,,Europe/Madrid
125,PA128,FERNANDO CALDERÓN RUEDA 6,Parada,43.470468715894,-3.78918220049349,,,,,Europe/Madrid
126,PA129,PLAZA DE ITALIA CASINO,Parada,43.4720669820009,-3.78226709203205,,,,,Europe/Madrid
13,PA13,AYUNTAMIENTO,Parada,43.4614716076811,-3.81004714351273,,,,,Europe/Madrid
127,PA130,REINA VICTORIA 117,Parada,43.4698843300937,-3.77750007123078,,,,,Europe/Madrid
128,PA131,LAS ESCLAVAS,Parada,43.4675248095255,-3.7794741268824,,,,,Europe/Madrid
129,PA132,PEREZ GALDÓS 17,Parada,43.4664497093828,-3.78491352890353,,,,,Europe/Madrid
130,PA133,JOSE HIERRO 10,Parada,43.4594847354251,-3.82642371027838,,,,,Europe/Madrid
131,PA134,LOS PINARES,Parada,43.471390090196,-3.7877614643787,,,,,Europe/Madrid
133,PA136,PASEO DE ALTAMIRA 28,Parada,43.4686154673231,-3.79287101284989,,,,,Europe/Madrid
134,PA137,PASEO DE ALTAMIRA 58,Parada,43.4685837762071,-3.7977379893668,,,,,Europe/Madrid
135,PA138,PASEO DE ALTAMIRA 84,Parada,43.4676743729047,-3.8019555747684,,,,,Europe/Madrid
136,PA139,PASEO DE ALTAMIRA 122,Parada,43.4674532440932,-3.80559355392471,,,,,Europe/Madrid
14,PA14,CORREOS,Parada,43.4614823957,-3.80653011145617,,,,,Europe/Madrid
137,PA140,LOS SALESIANOS,Parada,43.4675874471235,-3.80932910373885,,,,,Europe/Madrid
138,PA141,PASEO DE ALTAMIRA 224,Parada,43.4673384590671,-3.81473682082279,,,,,Europe/Madrid
139,PA142,PASEO DE ALTAMIRA 256,Parada,43.4654361606394,-3.81772813699138,,,,,Europe/Madrid
140,PA143,PASEO DE ALTAMIRA 266,Parada,43.4643419018453,-3.82032421432836,,,,,Europe/Madrid
141,PA144,COLEGIO LA SALLE,Parada,43.4624561585847,-3.8238619575228,,,,,Europe/Madrid
142,PA145,JOSE HIERRO 19,Parada,43.4604061435979,-3.82581594595342,,,,,Europe/Madrid
143,PA146,CATEDRAL,Parada,43.4614250526855,-3.80724262100708,,,,,Europe/Madrid
146,PA149,MENENDEZ PELAYO 14,Parada,43.4657017223253,-3.79808139223909,,,,,Europe/Madrid
15,PA15,JARDINES DE PEREDA,Parada,43.4617267613344,-3.80353646845979,,,,,Europe/Madrid
147,PA150,MENENDEZ PELAYO 46,Parada,43.4667049715542,-3.79555165572053,,,,,Europe/Madrid
148,PA151,MENENDEZ PELAYO 76,Parada,43.4671475465413,-3.79249220675055,,,,,Europe/Madrid
149,PA152,BAJADA DE LA ENCINA S/N,Parada,43.4707630715103,-3.78912928257658,,,,,Europe/Madrid
150,PA153,COMPLEJO DEPORTIVO,Parada,43.4602087594312,-3.85267179932964,,,,,Europe/Madrid
151,PA154,AVENIDA DEL DEPORTE 11,Parada,43.4613667190941,-3.84717137239985,,,,,Europe/Madrid
152,PA155,LAVAPIES 1,Parada,43.4626994625506,-3.83889751016233,,,,,Europe/Madrid
153,PA156,CALLE REPUENTE 43,Parada,43.4640869279286,-3.83493860027926,,,,,Europe/Madrid
154,PA157,CALLE REPUENTE 26,Parada,43.4671122353559,-3.83196315715773,,,,,Europe/Madrid
155,PA158,CALLE REPUENTE 15,Parada,43.46918793866,-3.8282166937927,,,,,Europe/Madrid
156,PA159,BARRIO LA TORRE 95,Parada,43.4714991606583,-3.82114062648601,,,,,Europe/Madrid
16,PA16,PUERTO CHICO,Parada,43.4621794921801,-3.79741106347385,,,,,Europe/Madrid
157,PA160,BARRIO LA TORRE 1,Parada,43.4738398841223,-3.81528526705468,,,,,Europe/Madrid
158,PA161,JORGE SEPULVEDA 11,Parada,43.4742986025426,-3.81156862881098,,,,,Europe/Madrid
159,PA162,AVENIDA CANTABRIA 43,Parada,43.4751237424502,-3.80905605470708,,,,,Europe/Madrid
160,PA163,PADRE MENNI,Parada,43.4763196471126,-3.80303363302839,,,,,Europe/Madrid
161,PA164,AVENIDA CANTABRIA 11,Parada,43.4775564670184,-3.79755458610791,,,,,Europe/Madrid
163,PA167,MANUEL GONZALEZ HOYOS 39,Parada,43.4807082871033,-3.79577564210222,,,,,Europe/Madrid
164,PA168,VALDENOJA 25,Parada,43.4808930736711,-3.79274105426077,,,,,Europe/Madrid
165,PA169,VALDENOJA 3,Parada,43.4811720017571,-3.78993570707354,,,,,Europe/Madrid
17,PA17,CASTELAR,Parada,43.4627488279462,-3.79292037646895,,,,,Europe/Madrid
167,PA171,ALCALDE VEGA LAMERA 1,Parada,43.4731789406836,-3.79343630829962,,,,,Europe/Madrid
168,PA172,JOSE HIERRO 9,Parada,43.4595818856838,-3.82654915173831,,,,,Europe/Madrid
169,PA173,GRUPO SAN FRANCISCO,Parada,43.4630464130455,-3.82487302573295,,,,,Europe/Madrid
170,PA174,PASEO DE ALTAMIRA 314,Parada,43.4617601311828,-3.82944341397276,,,,,Europe/Madrid
171,PA175,FACULTAD DE MEDICINA,Parada,43.4596742222992,-3.83457235466751,,,,,Europe/Madrid
172,PA176,CARDENAL HERRERA ORIA 26,Parada,43.4588974095354,-3.83894435969918,,,,,Europe/Madrid
173,PA177,CARDENAL HERRERA ORIA 42,Parada,43.4586036798906,-3.84340454913237,,,,,Europe/Madrid
174,PA178,CARDENAL HERRERA ORIA 76,Parada,43.4577348267658,-3.84651538042628,,,,,Europe/Madrid
175,PA179,RESIDENCIA SANTA LUCIA,Parada,43.4562303034807,-3.85151063298984,,,,,Europe/Madrid
18,PA18,REINA VICTORIA 18,Parada,43.4634398241484,-3.78832006473095,,,,,Europe/Madrid
176,PA180,CARDENAL HERRERA ORIA 130,Parada,43.4550472743475,-3.85543210604103,,,,,Europe/Madrid
177,PA181,AVENIDA DEL DEPORTE 15,Parada,43.4595958490693,-3.85577727708927,,,,,Europe/Madrid
178,PA182,COMPLEJO RUTH BEITIA,Parada,43.4602479564986,-3.85357312820778,,,,,Europe/Madrid
179,PA183,POLIDEPORTIVO,Parada,43.4596711662686,-3.85604844292869,,,,,Europe/Madrid
180,PA184,CRUCE VICENTE TRUEBA,Parada,43.4558879811215,-3.85638830302217,,,,,Europe/Madrid
181,PA185,CARDENAL HERRERA ORIA 95,Parada,43.4562809722381,-3.85070356319127,,,,,Europe/Madrid
182,PA186,CARDENAL HERRERA ORIA 51,Parada,43.4578134690333,-3.84598754771547,,,,,Europe/Madrid
183,PA187,CARDENAL HERRERA ORIA 31,Parada,43.4585234411853,-3.8432704302976,,,,,Europe/Madrid
184,PA188,CARDENAL HERRERA ORIA 23,Parada,43.4588157358959,-3.83880874294457,,,,,Europe/Madrid
185,PA189,CARDENAL HERRERA ORIA 17,Parada,43.4590374667873,-3.83607204901029,,,,,Europe/Madrid
19,PA19,AVENIDA REINA VICTORIA,Parada,43.4645272222598,-3.78281785697395,,,,,Europe/Madrid
186,PA190,CARDENAL HERRERA ORIA,Parada,43.4597797627929,-3.83399096458054,,,,,Europe/Madrid
187,PA191,PASEO DE ALTAMIRA 125,Parada,43.4618085537798,-3.82889990640637,,,,,Europe/Madrid
188,PA192,PASEO DE ALTAMIRA 117,Parada,43.4629113926715,-3.82495426126731,,,,,Europe/Madrid
190,PA194,INSTITUTO LAS LLAMAS,Parada,43.4732789396835,-3.79329914055971,,,,,Europe/Madrid
191,PA195,PALACIO DE EXPOSICIONES,Parada,43.4757106160868,-3.79166813367462,,,,,Europe/Madrid
193,PA197,VALDENOJA 32,Parada,43.4813288301357,-3.78974398185534,,,,,Europe/Madrid
194,PA198,VALDENOJA 50,Parada,43.4809760396086,-3.79319151389859,,,,,Europe/Madrid
195,PA199,MANUEL GONZALEZ HOYOS 7,Parada,43.4807313562557,-3.79588945976864,,,,,Europe/Madrid
2,PA2,LOS CIRUELOS 27,Parada,43.4582276304313,-3.8524726489669,,,,,Europe/Madrid
20,PA20,AVENIDA REINA VICTORIA 38,Parada,43.4663164713884,-3.77941016312866,,,,,Europe/Madrid
196,PA200,CONSUELO BERGÉS 16,Parada,43.4795447472921,-3.79817673088218,,,,,Europe/Madrid
197,PA201,CONCHA ESPINA 18,Parada,43.479168866962,-3.79721209973858,,,,,Europe/Madrid
198,PA203,PADRE MENNI,Parada,43.4764827807206,-3.80260104220408,,,,,Europe/Madrid
199,PA205,AVENIDA CANTABRIA 100,Parada,43.4753447240692,-3.80883865789799,,,,,Europe/Madrid
200,PA206,BARRIO LA TORRE 2,Parada,43.4738108897242,-3.8156514833982,,,,,Europe/Madrid
201,PA207,BARRIO LA TORRE 60,Parada,43.4714960901312,-3.82138007956667,,,,,Europe/Madrid
202,PA208,CALLE REPUENTE 16,Parada,43.4691434023217,-3.82844802950164,,,,,Europe/Madrid
203,PA209,CALLE REPUENTE 19,Parada,43.4673029484697,-3.83216209280771,,,,,Europe/Madrid
21,PA21,LA MAGDALENA,Parada,43.4687262484862,-3.77644957676557,,,,,Europe/Madrid
204,PA210,CALLE REPUENTE 36,Parada,43.4642951675794,-3.83473304144922,,,,,Europe/Madrid
205,PA211,LAVAPIES 34,Parada,43.4627196233941,-3.84043265161535,,,,,Europe/Madrid
206,PA212,AVENIDA DEL DEPORTE 6,Parada,43.4612905163792,-3.84794142993128,,,,,Europe/Madrid
207,PA213,AVENIDA CANTABRIA 10,Parada,43.4790364609833,-3.79315281013775,,,,,Europe/Madrid
208,PA214,GUTIERREZ SOLANA 13,Parada,43.4598357026417,-3.83870762546173,,,,,Europe/Madrid
209,PA215,AVENIDA LOS CASTROS,Parada,43.4620337879232,-3.83406333648598,,,,,Europe/Madrid
210,PA216,AVENIDA LOS CASTROS 155,Parada,43.4644267251748,-3.82914605910189,,,,,Europe/Madrid
211,PA217,AVENIDA LOS CASTROS 139,Parada,43.46599281024,-3.82355773446237,,,,,Europe/Madrid
212,PA218,AVENIDA LOS CASTROS 119,Parada,43.4679615896012,-3.81738668620196,,,,,Europe/Madrid
213,PA219,AVENIDA LOS CASTROS 83,Parada,43.4697964813046,-3.80767872749989,,,,,Europe/Madrid
22,PA22,LUIS MARTINEZ,Parada,43.4710929658344,-3.77858290562545,,,,,Europe/Madrid
214,PA220,TORRES QUEVEDO 12,Parada,43.4569237399302,-3.83547954047646,,,,,Europe/Madrid
215,PA221,AVENIDA CANTABRIA 12,Parada,43.4790276429021,-3.79372545892564,,,,,Europe/Madrid
216,PA223,GERARDO DIEGO,Parada,43.4558164385288,-3.84591447880765,,,,,Europe/Madrid
217,PA224,JOAQUIN BUSTAMANTE 10,Parada,43.4565499751617,-3.83979696615997,,,,,Europe/Madrid
218,PA225,JOAQUIN BUSTAMANTE 5,Parada,43.4565424914924,-3.83584993960173,,,,,Europe/Madrid
219,PA226,LOS CASTROS 62,Parada,43.4698129315964,-3.8087666879077,,,,,Europe/Madrid
220,PA227,AVENIDA LOS CASTROS 115,Parada,43.4680764595134,-3.81746574938437,,,,,Europe/Madrid
221,PA228,BAJADA DE SAN JUAN,Parada,43.4660004819531,-3.82395518000018,,,,,Europe/Madrid
222,PA229,BAJADA DEL CALERUCO,Parada,43.464276875972,-3.83010529972449,,,,,Europe/Madrid
23,PA23,PLAZA DE ITALIA 3,Parada,43.4721308522484,-3.78214427885009,,,,,Europe/Madrid
223,PA230,LOS CASTROS 136,Parada,43.4621227824407,-3.83419596437341,,,,,Europe/Madrid
224,PA231,GUTIERREZ SOLANA 34,Parada,43.4599601458889,-3.83891701408624,,,,,Europe/Madrid
226,PA234,BARRIO HOSPITALILLO 40,Parada,43.4540841536187,-3.86025586724053,,,,,Europe/Madrid
227,PA235,ADARZO,Parada,43.4531679620636,-3.86556096605062,,,,,Europe/Madrid
228,PA236,RUCANDIAL 28,Parada,43.4575465905675,-3.86911004913654,,,,,Europe/Madrid
231,PA239,PLAZA AMADOR TOCA,Parada,43.4529252290187,-3.86560545992211,,,,,Europe/Madrid
24,PA24,PARQUE PIQUIO,Parada,43.4742918403958,-3.78511458124276,,,,,Europe/Madrid
232,PA240,BARRIO HOSPITALILLO 97,Parada,43.4540015223164,-3.86018028870079,,,,,Europe/Madrid
233,PA241,CARDENAL HERRERA ORIA 119,Parada,43.4549907793605,-3.85502786044527,,,,,Europe/Madrid
234,PA244,INÉS DIEGO DEL NOVAL 50,Parada,43.4841265599562,-3.79889327741975,,,,,Europe/Madrid
235,PA245,INÉS DIEGO DEL NOVAL 108,Parada,43.4821203689433,-3.80267337271866,,,,,Europe/Madrid
236,PA246,INÉS DIEGO DEL NOVAL 152,Parada,43.4808946645051,-3.80542969729909,,,,,Europe/Madrid
237,PA247,HERMANOS TONETTI 8,Parada,43.4828555112216,-3.80637340814649,,,,,Europe/Madrid
238,PA248,HERMANOS TONETTI 16,Parada,43.4850837454485,-3.8071174393841,,,,,Europe/Madrid
239,PA249,CALLE ARRIBA 85,Parada,43.4789257492991,-3.80939695722868,,,,,Europe/Madrid
25,PA25,DOCTOR FLEMING,Parada,43.4756430358505,-3.78820689598774,,,,,Europe/Madrid
240,PA250,CALLE ARRIBA 31,Parada,43.478070806657,-3.81221260798722,,,,,Europe/Madrid
241,PA251,RESIDENCIA MAYORES DE CUETO,Parada,43.476856643692,-3.8120462496972,,,,,Europe/Madrid
242,PA252,CRUCE DE POLIO,Parada,43.4750953688282,-3.8105081478848,,,,,Europe/Madrid
244,PA254,INÉS DIEGO DEL NOVAL 61,Parada,43.4808973644216,-3.80518698629473,,,,,Europe/Madrid
245,PA255,INÉS DIEGO DEL NOVAL 55,Parada,43.4820632064633,-3.80263279825868,,,,,Europe/Madrid
246,PA256,INÉS DIEGO DEL NOVAL 25,Parada,43.484130977366,-3.79869918711736,,,,,Europe/Madrid
26,PA26,LOS CASTROS 95,Parada,43.4690556461798,-3.8129867136293,,,,,Europe/Madrid
248,PA261,CASIMIRO SAINZ 6,Parada,43.4641854337078,-3.7966350946193,,,,,Europe/Madrid
249,PA262,ESCOLAPIOS,Parada,43.4644887369753,-3.79485444163084,,,,,Europe/Madrid
250,PA263,CANALEJAS 26,Parada,43.4648568628653,-3.79125400966089,,,,,Europe/Madrid
251,PA264,CANALEJAS 42,Parada,43.4650664069891,-3.78965642343758,,,,,Europe/Madrid
252,PA265,PEREZ GALDÓS 4,Parada,43.4667426293496,-3.7863863798326,,,,,Europe/Madrid
253,PA266,PEREZ GALDÓS 18,Parada,43.4664414104567,-3.78392737275812,,,,,Europe/Madrid
254,PA267,PEREZ GALDÓS 36,Parada,43.4673104323219,-3.78005416302407,,,,,Europe/Madrid
255,PA268,MERCADO MEJICO,Parada,43.4581230263184,-3.82521876975588,,,,,Europe/Madrid
256,PA269,CALLE ALTA 109,Parada,43.45839110343,-3.82175040089812,,,,,Europe/Madrid
257,PA270,CALLE ALTA 81,Parada,43.4588215638876,-3.81779667398707,,,,,Europe/Madrid
258,PA271,CALLE ALTA 45,Parada,43.4596593548805,-3.81524542469063,,,,,Europe/Madrid
259,PA272,MONTE CALOCA,Parada,43.4608342730004,-3.81235843529524,,,,,Europe/Madrid
260,PA273,ESTACIONES,Parada,43.4593350508244,-3.81063857613249,,,,,Europe/Madrid
261,PA274,AVENIDA EL FARO 20,Parada,43.4812610782138,-3.78896455104923,,,,,Europe/Madrid
265,PA280,MUTUA MONTAÑESA,Parada,43.4817699900265,-3.78850918008642,,,,,Europe/Madrid
266,PA281,PASEO DE ALTAMIRA 15,Parada,43.468463995661,-3.79163272509664,,,,,Europe/Madrid
29,PA29,PLAZA DOCTOR FLEMING,Parada,43.4757194052145,-3.78891266137255,,,,,Europe/Madrid
268,PA290,AVENIDA CANTABRIA 28,Parada,43.4779835779547,-3.7965817329675,,,,,Europe/Madrid
270,PA293,AVENIDA PARAYAS 14,Parada,43.4492551181044,-3.83090134980203,,,,,Europe/Madrid
271,PA294,AVENIDA PARAYAS 28,Parada,43.4469699003364,-3.83259229565344,,,,,Europe/Madrid
272,PA295,AVENIDA PARAYAS 32,Parada,43.4449163393099,-3.83409919683719,,,,,Europe/Madrid
273,PA296,ABILIO GARCIA BARON 1,Parada,43.4428706674346,-3.83752925302995,,,,,Europe/Madrid
274,PA297,AUTONOMIA 8,Parada,43.4814493565375,-3.79541216296859,,,,,Europe/Madrid
275,PA298,FRANCISCO TOMAS Y VALIENTE 7,Parada,43.4394001454439,-3.84098609006235,,,,,Europe/Madrid
276,PA299,BARTOLOMÉ DARNIS,Parada,43.4400181110233,-3.84272801196556,,,,,Europe/Madrid
3,PA3,JOSE MARIA COSSIO 54,Parada,43.4589971199811,-3.84849236072325,,,,,Europe/Madrid
30,PA30,PIQUIO,Parada,43.4736352493327,-3.78459742536888,,,,,Europe/Madrid
277,PA300,COLEGIO NUEVA MONTAÑA,Parada,43.4393427548805,-3.84475785406979,,,,,Europe/Madrid
278,PA301,SANTIAGO EL MAYOR 10,Parada,43.4397253940847,-3.84727590566982,,,,,Europe/Madrid
279,PA302,SAN MARTÍN DEL PINO 24,Parada,43.4445708027919,-3.85205100694995,,,,,Europe/Madrid
280,PA303,SAN MARTÍN DEL PINO 23,Parada,43.4456647117685,-3.84832589998866,,,,,Europe/Madrid
281,PA304,INSTITUTOS,Parada,43.4468305849545,-3.85142223753078,,,,,Europe/Madrid
282,PA305,CARREFOUR PEÑACASTILLO,Parada,43.4452004003529,-3.85354853804297,,,,,Europe/Madrid
283,PA306,FRANCISCO RIVAS MORENO,Parada,43.4468083944068,-3.85104054199511,,,,,Europe/Madrid
284,PA307,NUEVO PARQUE,Parada,43.4458709785244,-3.8483774744796,,,,,Europe/Madrid
285,PA308,SAN MARTÍN DEL PINO 13,Parada,43.4437590986191,-3.85249069018376,,,,,Europe/Madrid
286,PA309,SANTIAGO EL MAYOR,Parada,43.439806514729,-3.8476670403417,,,,,Europe/Madrid
31,PA31,PLAZA DE ITALIA,Parada,43.4718887035753,-3.78200021029465,,,,,Europe/Madrid
287,PA310,FRANCISCO TOMÁS Y VALIENTE 23,Parada,43.439095278854,-3.84422514984006,,,,,Europe/Madrid
288,PA311,FRANCISCO TOMÁS Y VALIENTE 11,Parada,43.4392458250639,-3.84223326928483,,,,,Europe/Madrid
289,PA312,HERMANOS TONETTI 6,Parada,43.4827260399488,-3.80647408770083,,,,,Europe/Madrid
32,PA32,REINA VICTORIA 129,Parada,43.4709936475781,-3.77866236409666,,,,,Europe/Madrid
292,PA321,MARQUES DE LA HERMIDA 15,Parada,43.4548331609319,-3.81547606679072,,,,,Europe/Madrid
295,PA324,PLAZA DE SAN MARTIN,Parada,43.4637532111919,-3.78780516823318,,,,,Europe/Madrid
296,PA326,JOSE MARIA GONZALEZ TREVILLA 4,Parada,43.481871974146,-3.79617264526541,,,,,Europe/Madrid
298,PA328,ARSENIO ODRIOZOLA 16,Parada,43.483701326269,-3.79289597102978,,,,,Europe/Madrid
33,PA33,LA MAGDALENA,Parada,43.4690235105157,-3.77701911622299,,,,,Europe/Madrid
299,PA330,DOCTOR DIEGO MADRAZO,Parada,43.4825944704407,-3.79591760373235,,,,,Europe/Madrid
300,PA331,CORBAN,Parada,43.4648061891114,-3.86742808576968,,,,,Europe/Madrid
301,PA332,CRUCE CON RUCANDIAL,Parada,43.4628644592016,-3.86597969104836,,,,,Europe/Madrid
302,PA333,CONSUELO BERGÉS 22,Parada,43.4785422440693,-3.80141450437114,,,,,Europe/Madrid
303,PA334,JULIO JAURENA ,Parada,43.4629858608501,-3.86592900988451,,,,,Europe/Madrid
304,PA335,AUTONOMIA 9,Parada,43.4825958600313,-3.79209727138814,,,,,Europe/Madrid
305,PA336,AUTONOMIA,Parada,43.4825520302991,-3.79264253867287,,,,,Europe/Madrid
306,PA337,JOSE MARIA GONZALEZ TREVILLA,Parada,43.4838186253368,-3.79679857207913,,,,,Europe/Madrid
307,PA338,GLORIETA DE ADARZO,Parada,43.4545356646387,-3.86554894351014,,,,,Europe/Madrid
308,PA339,BARRIO LA TORRE 123,Parada,43.4699971631456,-3.82427795435541,,,,,Europe/Madrid
34,PA34,GONZALEZ DE RIANCHO,Parada,43.4659393691515,-3.78028442332358,,,,,Europe/Madrid
309,PA340,BARRIO LA TORRE 76,Parada,43.4698401969132,-3.82475416679008,,,,,Europe/Madrid
310,PA341,DECATHLON,Parada,43.455250403206,-3.86404248638163,,,,,Europe/Madrid
311,PA342,CARREFOUR ALISAL,Parada,43.4562769744994,-3.8613263575244,,,,,Europe/Madrid
312,PA343,JOAQUIN RODRIGO,Parada,43.4562109963297,-3.86113196767049,,,,,Europe/Madrid
313,PA345,CUESTA LA ATALAYA 32,Parada,43.4654420929829,-3.80766184020256,,,,,Europe/Madrid
314,PA346,MARIA CRISTINA,Parada,43.4662176026056,-3.80853644011791,,,,,Europe/Madrid
315,PA347,VIA CORNELIA,Parada,43.4663555156704,-3.81299073912499,,,,,Europe/Madrid
316,PA348,JUAN 23 NUMERO 2,Parada,43.4660025858023,-3.81198165891434,,,,,Europe/Madrid
35,PA35,REINA VICTORIA 79,Parada,43.4643871707779,-3.78374694236764,,,,,Europe/Madrid
318,PA350,CALLE EL MONTE 30,Parada,43.4647453372469,-3.81656702685798,,,,,Europe/Madrid
319,PA351,FRANCISCO PALAZUELOS 13,Parada,43.4661862753964,-3.79935691278352,,,,,Europe/Madrid
320,PA352,CAMARREAL 135,Parada,43.4444367277555,-3.8752822022717,,,,,Europe/Madrid
321,PA353,CAMARREAL 136,Parada,43.4442654651638,-3.87562329791023,,,,,Europe/Madrid
322,PA354,FRANCISCO CACERES,Parada,43.477861272355,-3.79717997070447,,,,,Europe/Madrid
323,PA355,OJAIZ,Parada,43.4417726780897,-3.88047216501227,,,,,Europe/Madrid
324,PA356,PLAZA DE LAS ESTACIONES,Parada,43.4591675760181,-3.81090321376792,,,,,Europe/Madrid
327,PA359,PRIMERO DE MAYO 34,Parada,43.4434358462366,-3.85727049009976,,,,,Europe/Madrid
36,PA36,SAN MARTIN,Parada,43.4635786630664,-3.78825585603695,,,,,Europe/Madrid
329,PA361,RICARDO LOPEZ ARANDA 22,Parada,43.4410256857036,-3.86279867455001,,,,,Europe/Madrid
330,PA362,PRIMERO DE MAYO 9,Parada,43.4434422791554,-3.85695284839424,,,,,Europe/Madrid
332,PA364,PEDRO SAN MARTIN 12,Parada,43.4605170909995,-3.82926399210909,,,,,Europe/Madrid
333,PA365,CALERUCO,Parada,43.462094425948,-3.8305051649941,,,,,Europe/Madrid
335,PA367,GRUPO ATECA,Parada,43.4697654062749,-3.8266346330138,,,,,Europe/Madrid
336,PA368,IGLESIA,Parada,43.4716736099347,-3.83046992930636,,,,,Europe/Madrid
337,PA369,SAN PEDRO DEL MAR 64,Parada,43.4735647658029,-3.83112390520699,,,,,Europe/Madrid
37,PA37,CASTELAR 29,Parada,43.4629523625136,-3.79305914045617,,,,,Europe/Madrid
338,PA370,CORBANERA 95,Parada,43.4764066075481,-3.83160461715894,,,,,Europe/Madrid
339,PA371,EL CASTILLO,Parada,43.477406477731,-3.83465839437778,,,,,Europe/Madrid
340,PA372,CORBANERA 162,Parada,43.4766034771749,-3.83604841166022,,,,,Europe/Madrid
341,PA373,EL PARQUE,Parada,43.473335289669,-3.83320883186837,,,,,Europe/Madrid
342,PA374,SAN PEDRO DEL MAR 91,Parada,43.4735245497666,-3.83136706042645,,,,,Europe/Madrid
343,PA375,BARRIO BOLADO 23,Parada,43.4734575677743,-3.8287088169145,,,,,Europe/Madrid
344,PA376,BARRIO BOLADO 37,Parada,43.4739377046032,-3.82673967501052,,,,,Europe/Madrid
345,PA377,BARRIO BOLADO 58,Parada,43.4745673217105,-3.82546457119698,,,,,Europe/Madrid
346,PA378,CRUCE AVICHE,Parada,43.4755034754695,-3.82214329576031,,,,,Europe/Madrid
347,PA379,AVICHE 37,Parada,43.47282372707,-3.82307065328326,,,,,Europe/Madrid
38,PA38,CASTELAR 1,Parada,43.4631695135272,-3.79625114489291,,,,,Europe/Madrid
348,PA380,CANTEROS DE TRASMIERA 2,Parada,43.471165809806,-3.82504740500348,,,,,Europe/Madrid
349,PA381,CALLE REPUENTE,Parada,43.4679107059954,-3.83038308652781,,,,,Europe/Madrid
350,PA382,CALERUCO 3,Parada,43.4623709961287,-3.83082207310368,,,,,Europe/Madrid
351,PA383,CORBANERA 53,Parada,43.4783137279772,-3.82950047716986,,,,,Europe/Madrid
352,PA384,CORBANERA,Parada,43.479492303054,-3.82701628444093,,,,,Europe/Madrid
353,PA385,CORBANERA 57,Parada,43.478437110576,-3.82941029332153,,,,,Europe/Madrid
354,PA386,CORBANERA 93,Parada,43.4763120050059,-3.83178583282105,,,,,Europe/Madrid
